"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.370140585E0,3.738071203E0,-1.227664375E1,1.202654362E1
2.380204585E0,3.773899078E0,-1.236299706E1,1.200093079E1
2.390268585E0,3.825778246E0,-1.245811367E1,1.176674747E1
2.400333210E0,3.882136106E0,-1.246191978E1,1.179364204E1
2.410397876E0,3.880863428E0,-1.246086693E1,1.165684700E1
2.420462576E0,3.896230698E0,-1.241177654E1,1.161510086E1
2.430527666E0,3.934859991E0,-1.240582561E1,1.152959061E1
2.440593166E0,3.987638712E0,-1.238308144E1,1.158420372E1
2.450658550E0,3.977734566E0,-1.242932129E1,1.144794273E1
2.460723692E0,3.943511486E0,-1.245822525E1,1.135829735E1
2.470823625E0,3.907197237E0,-1.249379539E1,1.164198685E1
2.480921375E0,3.888035297E0,-1.249308491E1,1.142681885E1
2.491017022E0,3.896584749E0,-1.264888000E1,1.029376221E1
2.501110855E0,3.952556372E0,-1.295098495E1,1.136443138E1
2.511202960E0,4.030908108E0,-1.294866753E1,1.195076942E1
2.521293460E0,4.056693554E0,-1.261451435E1,1.105725861E1
2.531382698E0,4.137873650E0,-1.227920341E1,1.075974560E1
2.541470698E0,4.193995953E0,-1.206668186E1,1.080355263E1
2.551593263E0,4.154386997E0,-1.196765900E1,1.068760586E1
2.561713346E0,4.052309513E0,-1.206107998E1,1.082846642E1
2.571831466E0,3.998246908E0,-1.224184227E1,1.083934784E1
2.581947504E0,4.011435509E0,-1.249370861E1,1.064581490E1
2.592061615E0,4.010227203E0,-1.274279594E1,1.055316544E1
2.602173972E0,4.028362274E0,-1.289879704E1,1.044007397E1
2.612284558E0,4.065639496E0,-1.295929146E1,1.047393703E1
2.622393691E0,4.126841068E0,-1.293122482E1,1.034479332E1
2.632502824E0,4.195060253E0,-1.282593918E1,1.006374454E1
2.642611924E0,4.255417347E0,-1.277258682E1,1.045746803E1
2.652721090E0,4.282904148E0,-1.274512482E1,1.041372204E1
2.662830423E0,4.250363827E0,-1.271972466E1,1.020246315E1
2.672939789E0,4.201941967E0,-1.273145199E1,1.014758778E1
2.683049322E0,4.146614075E0,-1.269698715E1,1.007762051E1
2.693158755E0,4.162694931E0,-1.258085918E1,9.893792152E0
2.703267955E0,4.156839371E0,-1.251009560E1,9.788744926E0
2.713394688E0,4.169589043E0,-1.239867115E1,9.656332016E0
2.723521488E0,4.176890373E0,-1.244991207E1,9.479592323E0
2.733648154E0,4.212234020E0,-1.259665203E1,9.660023689E0
2.743774687E0,4.240128517E0,-1.270245552E1,9.843514442E0
2.753901287E0,4.227511883E0,-1.276006699E1,9.803807259E0
2.764028087E0,4.225094318E0,-1.279084587E1,9.552384377E0
2.774137487E0,4.310954094E0,-1.272814941E1,9.333795547E0
2.784246953E0,4.369515419E0,-1.264890289E1,9.289077759E0
2.795643885E0,4.386731625E0,-1.260323620E1,9.329101562E0
2.805707885E0,4.322521210E0,-1.260279846E1,9.313257217E0
2.815772885E0,4.273197651E0,-1.264725113E1,9.568469048E0
2.825838385E0,4.303569317E0,-1.263846684E1,9.742541313E0
2.835903718E0,4.305758953E0,-1.269618416E1,9.423007011E0
2.845968218E0,4.312506676E0,-1.292577362E1,8.661620140E0
2.856032418E0,4.391837597E0,-1.303111267E1,9.299806595E0
2.866097251E0,4.490272045E0,-1.295693588E1,9.568165779E0
2.876162251E0,4.581759930E0,-1.271961975E1,9.276204109E0
2.886227376E0,4.675571442E0,-1.246515942E1,9.020160675E0
2.896292598E0,4.665477753E0,-1.224663544E1,8.839136124E0
2.906357398E0,4.545289993E0,-1.224555588E1,8.764036179E0
2.916422307E0,4.394607544E0,-1.229890060E1,8.874006271E0
2.926487390E0,4.280007839E0,-1.243561840E1,9.041703224E0
2.936552466E0,4.335127831E0,-1.254334831E1,9.193870544E0
2.946617751E0,4.418843746E0,-1.264352989E1,8.925390244E0
2.956718017E0,4.488173485E0,-1.271947479E1,8.653885841E0
2.966816267E0,4.531961918E0,-1.269175625E1,8.758893013E0
2.976912914E0,4.569470406E0,-1.264411354E1,8.577386856E0
2.987007802E0,4.574258804E0,-1.254797077E1,8.443423271E0
2.997101275E0,4.615023136E0,-1.248733807E1,8.421391487E0
3.007193325E0,4.647839546E0,-1.244102097E1,8.508049965E0
3.017284229E0,4.608094215E0,-1.244237804E1,8.537099838E0
3.027374274E0,4.594205856E0,-1.246514416E1,8.350732803E0
3.037498360E0,4.649014473E0,-1.242831516E1,8.188905716E0
3.047620068E0,4.666235447E0,-1.231800652E1,8.164049149E0
3.057739628E0,4.663341999E0,-1.225317764E1,8.259678841E0
3.067857166E0,4.610618114E0,-1.225439835E1,8.324848175E0
3.077972721E0,4.530385971E0,-1.230468464E1,8.220332146E0
3.088086471E0,4.505869865E0,-1.238071823E1,8.157787323E0
3.098198471E0,4.509606838E0,-1.242817593E1,8.107415199E0
3.108309004E0,4.632365704E0,-1.246634674E1,8.018522263E0
3.118419570E0,4.694611073E0,-1.245437336E1,7.877934456E0
3.128530136E0,4.758536816E0,-1.240641403E1,7.842017651E0
3.138640736E0,4.792619705E0,-1.235859489E1,7.913225174E0
3.148751536E0,4.822955132E0,-1.228973484E1,7.805974960E0
3.158862469E0,4.785735130E0,-1.222840881E1,7.679635048E0
3.168973535E0,4.691332817E0,-1.219790459E1,7.917959213E0
3.179085668E0,4.578443050E0,-1.218115616E1,8.060645103E0
3.189197734E0,4.500192642E0,-1.225559998E1,7.708705425E0
3.199330567E0,4.368310452E0,-1.236468029E1,6.685521126E0
3.209463767E0,4.404068470E0,-1.239869976E1,7.265221119E0
3.219597167E0,4.460696697E0,-1.231728077E1,8.041022301E0
3.229730667E0,4.584772110E0,-1.216137886E1,7.724814415E0
3.239864233E0,4.680625439E0,-1.208606720E1,7.426050186E0
3.249997733E0,4.693455219E0,-1.202233505E1,7.418001175E0
3.260113766E0,4.627966881E0,-1.190204811E1,7.431884289E0
3.270229632E0,4.513684273E0,-1.183003330E1,7.314344406E0
3.281725885E0,4.414867401E0,-1.182611084E1,7.039152145E0
