"Time (s)","w","x","y","z"
1.623120891E0,5.633380309E-1,-9.240364283E-2,4.619908333E-2,-8.197423220E-1
1.632951672E0,5.633499036E-1,-9.235366434E-2,4.619655013E-2,-8.197399378E-1
1.642976204E0,5.633729779E-1,-9.232709557E-2,4.620518163E-2,-8.197265863E-1
1.653033391E0,5.633803678E-1,-9.233375639E-2,4.622865468E-2,-8.197194338E-1
1.663074589E0,5.633820688E-1,-9.235062450E-2,4.625982791E-2,-8.197146058E-1
1.672947089E0,5.633925088E-1,-9.237591177E-2,4.628919438E-2,-8.197029233E-1
1.683324381E0,5.633977921E-1,-9.240956604E-2,4.632236063E-2,-8.196936250E-1
1.693467818E0,5.634029131E-1,-9.244021773E-2,4.635711387E-2,-8.196846843E-1
1.703441568E0,5.634228430E-1,-9.246734530E-2,4.637695849E-2,-8.196668029E-1
1.713503756E0,5.634374983E-1,-9.247959405E-2,4.640518501E-2,-8.196537495E-1
1.723529172E0,5.634618499E-1,-9.247516096E-2,4.643311724E-2,-8.196359277E-1
1.733551672E0,5.634807274E-1,-9.247960895E-2,4.646661505E-2,-8.196205497E-1
1.743665891E0,5.634903608E-1,-9.248114377E-2,4.650232568E-2,-8.196117282E-1
1.753653391E0,5.634989476E-1,-9.249442071E-2,4.654728621E-2,-8.196017742E-1
1.763652662E0,5.634989044E-1,-9.251789749E-2,4.659138992E-2,-8.195966482E-1
1.773734485E0,5.635076210E-1,-9.253501892E-2,4.663648084E-2,-8.195861578E-1
1.783750474E0,5.635062294E-1,-9.255108237E-2,4.669470713E-2,-8.195819855E-1
1.793794693E0,5.635287801E-1,-9.262084216E-2,4.676646739E-2,-8.195545077E-1
1.803883756E0,5.635363295E-1,-9.280157089E-2,4.688111320E-2,-8.195223212E-1
1.813854954E0,5.635196588E-1,-9.303303808E-2,4.704754800E-2,-8.194980025E-1
1.823892662E0,5.634956057E-1,-9.314110130E-2,4.718185589E-2,-8.194945455E-1
1.833933026E0,5.635339273E-1,-9.314247966E-2,4.724730179E-2,-8.194642663E-1
1.843966412E0,5.635742435E-1,-9.315142781E-2,4.732555896E-2,-8.194310069E-1
1.854047558E0,5.635762904E-1,-9.316693991E-2,4.743255675E-2,-8.194216490E-1
1.864411933E0,5.635636749E-1,-9.312698990E-2,4.748787731E-2,-8.194316626E-1
1.874114485E0,5.635761593E-1,-9.297265112E-2,4.745287448E-2,-8.194426298E-1
1.884154120E0,5.635699408E-1,-9.272637218E-2,4.735902697E-2,-8.194802403E-1
1.894164329E0,5.636075114E-1,-9.244898707E-2,4.727054760E-2,-8.194908500E-1
1.904233026E0,5.636539224E-1,-9.225159883E-2,4.720194265E-2,-8.194851279E-1
1.913982558E0,5.636599658E-1,-9.216264635E-2,4.719695449E-2,-8.194912672E-1
1.924302714E0,5.636653995E-1,-9.212723374E-2,4.720740765E-2,-8.194909096E-1
1.934342401E0,5.636577153E-1,-9.204562008E-2,4.715619609E-2,-8.195083141E-1
1.944345370E0,5.636301469E-1,-9.189532697E-2,4.701518640E-2,-8.195522428E-1
1.954445214E0,5.635764285E-1,-9.171378613E-2,4.683396220E-2,-8.196198940E-1
1.964445943E0,5.635273358E-1,-9.154924005E-2,4.668446258E-2,-8.196805716E-1
1.974475370E0,5.634840824E-1,-9.143074602E-2,4.656788707E-2,-8.197301626E-1
1.984551412E0,5.634522487E-1,-9.137373418E-2,4.650674015E-2,-8.197618723E-1
1.994555839E0,5.634466627E-1,-9.133902937E-2,4.648393765E-2,-8.197708726E-1
2.004379433E0,5.634723532E-1,-9.130658954E-2,4.648643360E-2,-8.197566867E-1
2.014434068E0,5.634864711E-1,-9.125680476E-2,4.651395977E-2,-8.197509646E-1
