"Time (s)","w","x","y","z"
1.550409730E0,9.745120121E-1,-2.231400013E-1,-2.178099938E-2,7.776000071E-3
1.560523170E0,9.747847809E-1,-2.220049948E-1,-2.109700069E-2,7.957999595E-3
1.570634516E0,9.750508468E-1,-2.209099978E-1,-2.015299909E-2,8.275000378E-3
1.580744108E0,9.752994044E-1,-2.199169993E-1,-1.894100010E-2,8.295999840E-3
1.590852143E0,9.755315925E-1,-2.189899981E-1,-1.778900065E-2,8.065000176E-3
1.600958798E0,9.757618100E-1,-2.180279940E-1,-1.704899967E-2,7.875000127E-3
1.611063998E0,9.760113549E-1,-2.169730067E-1,-1.660599932E-2,6.984999869E-3
1.621169198E0,9.762735663E-1,-2.158569992E-1,-1.619799994E-2,5.770999938E-3
1.631275364E0,9.765059446E-1,-2.149010003E-1,-1.540500019E-2,4.048000090E-3
1.641381597E0,9.766863715E-1,-2.142129987E-1,-1.398999989E-2,8.960000123E-4
1.651487897E0,9.768343396E-1,-2.136120051E-1,-1.275600027E-2,-1.367000048E-3
1.661594230E0,9.769936347E-1,-2.129119933E-1,-1.174800005E-2,-3.728999989E-3
1.671700830E0,9.771800590E-1,-2.120690048E-1,-1.125700027E-2,-4.375999793E-3
1.681807796E0,9.773692475E-1,-2.112089992E-1,-1.092499960E-2,-4.556000233E-3
1.691914762E0,9.775464547E-1,-2.103990018E-1,-1.069600042E-2,-4.559000023E-3
1.702040828E0,9.777572753E-1,-2.094399929E-1,-1.051000040E-2,-3.891000059E-3
1.712166961E0,9.779569677E-1,-2.085170001E-1,-1.050299965E-2,-3.243000014E-3
1.722293127E0,9.780889007E-1,-2.079000026E-1,-1.062200032E-2,-2.619999927E-3
1.732419460E0,9.781426169E-1,-2.076500058E-1,-1.071599964E-2,-1.914000022E-3
1.742545826E0,9.781838794E-1,-2.074500024E-1,-1.090100035E-2,-1.400999958E-3
1.752672259E0,9.784900136E-1,-2.059909999E-1,-1.101499982E-2,-1.916000037E-3
1.762780992E0,9.787525953E-1,-2.047149986E-1,-1.048600022E-2,-5.016999785E-3
1.772889658E0,9.786427113E-1,-2.038770020E-1,-6.165999919E-3,-2.558499947E-2
1.784322971E0,9.785170997E-1,-2.031240016E-1,-4.255000036E-3,-3.502599895E-2
1.794389971E0,9.787349869E-1,-2.023379952E-1,-4.718999844E-3,-3.339000046E-2
1.804455971E0,9.789241462E-1,-2.015500069E-1,-5.156000145E-3,-3.253500164E-2
1.814522471E0,9.789552231E-1,-2.014469951E-1,-5.584999919E-3,-3.216499835E-2
1.824588804E0,9.790202844E-1,-2.012729943E-1,-6.271000020E-3,-3.113099933E-2
1.834655554E0,9.790549495E-1,-2.011149973E-1,-6.796999834E-3,-3.095100075E-2
1.844722354E0,9.790511859E-1,-2.011180073E-1,-7.023000158E-3,-3.099999949E-2
1.854788854E0,9.790137783E-1,-2.012909949E-1,-6.941000000E-3,-3.107699938E-2
1.864854282E0,9.789731197E-1,-2.014580071E-1,-6.721000187E-3,-3.132300079E-2
1.874918907E0,9.790243952E-1,-2.012529969E-1,-6.775999907E-3,-3.102499992E-2
1.884983018E0,9.791122934E-1,-2.009160072E-1,-6.912000012E-3,-3.039900027E-2
1.895047118E0,9.793012067E-1,-2.003169954E-1,-7.536000106E-3,-2.802599967E-2
1.905110936E0,9.796702445E-1,-1.997700036E-1,-9.886999615E-3,-1.550500002E-2
1.915174519E0,9.798296795E-1,-1.991750002E-1,-1.017600019E-2,-1.263200026E-2
1.925237903E0,9.800406330E-1,-1.983460039E-1,-1.095900033E-2,-7.689000107E-3
1.935301045E0,9.802283374E-1,-1.973489970E-1,-1.342900004E-2,5.044000223E-3
1.945405045E0,9.803274987E-1,-1.966200024E-1,-1.432400011E-2,9.664000012E-3
1.955506170E0,9.803588097E-1,-1.960439980E-1,-1.546300016E-2,1.497500017E-2
1.965604640E0,9.804092373E-1,-1.952490062E-1,-1.673500054E-2,1.988700032E-2
1.975701028E0,9.805706918E-1,-1.942050010E-1,-1.756099984E-2,2.138100006E-2
1.985795501E0,9.807293200E-1,-1.930440068E-1,-1.864200085E-2,2.359000035E-2
1.995888301E0,9.809303369E-1,-1.919289976E-1,-1.926800050E-2,2.382599935E-2
2.005979491E0,9.810908734E-1,-1.910050064E-1,-1.979899965E-2,2.420300059E-2
2.016069263E0,9.812121625E-1,-1.903209984E-1,-2.026700042E-2,2.428700030E-2
2.026192915E0,9.812804621E-1,-1.899159998E-1,-2.074299939E-2,2.429600060E-2
2.036313831E0,9.812951941E-1,-1.898179948E-1,-2.104499936E-2,2.420699969E-2
2.046433111E0,9.813003553E-1,-1.897909939E-1,-2.131400071E-2,2.397299930E-2
2.056550226E0,9.813229720E-1,-1.897239983E-1,-2.144400030E-2,2.345599979E-2
2.066665300E0,9.813271028E-1,-1.897380054E-1,-2.141599916E-2,2.319400012E-2
2.076778478E0,9.813249705E-1,-1.897860020E-1,-2.129299939E-2,2.300399914E-2
2.086889822E0,9.813096746E-1,-1.897889972E-1,-2.137199976E-2,2.355200052E-2
2.096999455E0,9.813053871E-1,-1.896989942E-1,-2.164899930E-2,2.419400029E-2
2.107108855E0,9.813382592E-1,-1.894939989E-1,-2.189799957E-2,2.424300089E-2
2.117218121E0,9.813858208E-1,-1.892320067E-1,-2.210300043E-2,2.417800017E-2
2.127327287E0,9.814347579E-1,-1.890020072E-1,-2.221200056E-2,2.388899960E-2
2.137436387E0,9.814741341E-1,-1.888590008E-1,-2.222800069E-2,2.338200063E-2
