"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.304825984E0,5.432245255E0,4.792829752E-1,-2.437449932E0
2.314879817E0,-6.108260155E-1,-8.855485320E-1,-1.993180275E0
2.324933750E0,-6.733877659E0,-1.496658087E0,-2.090832233E0
2.334987783E0,-1.351669502E1,-2.204430103E0,-2.222538948E0
2.345041683E0,-1.863641739E1,-2.817031860E0,-3.802695751E0
2.355095316E0,-1.921361542E1,-1.101873398E0,-8.793745041E0
2.365148816E0,-1.983889389E1,-2.359954119E-1,-1.346591568E1
2.375202249E0,-1.986243820E1,-3.251242638E-2,-1.539374161E1
2.385255682E0,-1.674439621E1,-6.596436501E-1,-1.703301239E1
2.395313848E0,-1.279073048E1,-1.273486137E0,-1.636452866E1
2.405371981E0,-8.407157898E0,-1.006760478E0,-1.461867809E1
2.415430081E0,-4.839180470E0,-1.728113055E0,-1.209646797E1
2.425488014E0,-2.629327774E0,-2.734798908E0,-9.980782509E0
2.435545880E0,-1.232415199E0,-3.204570293E0,-8.225832939E0
2.445603813E0,-9.787049294E-1,-3.005903244E0,-7.384870052E0
2.455657246E0,-1.403760672E0,-2.741655350E0,-6.118291855E0
2.465710712E0,-2.166668892E0,-2.454739332E0,-5.036999702E0
2.475764245E0,-2.868162632E0,-1.614342928E0,-4.055177212E0
2.485817845E0,-2.744883776E0,-1.026546717E0,-4.168182850E0
2.495871511E0,-3.020643234E0,-1.996198297E-1,-4.761620522E0
2.505925211E0,-3.798959732E0,4.676619768E-1,-6.275308609E0
2.515978877E0,-4.879961967E0,4.131996632E-1,-6.928443909E0
2.526032577E0,-5.343507290E0,-5.847835541E-2,-8.106386185E0
2.536086510E0,-5.854595184E0,-6.742526293E-1,-7.977277756E0
2.546140776E0,-6.697844028E0,-9.463323355E-1,-6.446953297E0
2.556194976E0,-7.251116276E0,-1.297367811E0,-4.763222694E0
2.566249109E0,-8.013451576E0,-1.514194608E0,-4.545322418E0
2.576303109E0,-8.441503525E0,-1.426549554E0,-5.380172729E0
2.586356942E0,-8.240052223E0,-1.233779788E0,-6.670406818E0
2.596410708E0,-7.614819527E0,-8.279830217E-1,-8.039422989E0
2.606464408E0,-6.837573528E0,-6.626958251E-1,-9.962258339E0
2.616518108E0,-6.305730820E0,-6.207250357E-1,-1.108577728E1
2.626571941E0,-5.946372509E0,-4.924432039E-1,-1.126299095E1
2.636630407E0,-5.658611774E0,-9.035739899E-1,-1.144052410E1
2.646688873E0,-5.485787868E0,-1.010836601E0,-1.160557270E1
2.656747473E0,-5.822871208E0,-1.473247766E0,-1.122557449E1
2.666806106E0,-6.136797428E0,-2.139694691E0,-1.017309952E1
2.676864706E0,-6.204471111E0,-2.535066605E0,-8.427836418E0
2.686923306E0,-6.097888947E0,-2.623095036E0,-7.535811424E0
2.696977139E0,-6.057040215E0,-2.543643475E0,-7.165650368E0
2.707030839E0,-6.218410492E0,-2.386828184E0,-6.810925961E0
2.717084439E0,-6.027773380E0,-1.772194386E0,-7.100135803E0
2.727138139E0,-5.619843483E0,-1.390746832E0,-7.318112850E0
2.737191872E0,-5.968050480E0,-1.122113943E0,-7.608861446E0
2.747245638E0,-6.468252659E0,-1.040806055E0,-7.737189293E0
2.757299304E0,-6.865131378E0,-9.890005589E-1,-7.473704815E0
2.767352970E0,-7.153477192E0,-1.096746922E0,-7.581103325E0
