"Time (s)","w","x","y","z"
1.919952405E0,2.019666753E-1,-2.741472609E-2,-3.087909147E-2,9.785215259E-1
1.929873967E0,2.019326325E-1,-3.265368938E-2,-2.996251173E-2,9.783962369E-1
1.940133967E0,2.016577975E-1,-3.897967190E-2,-2.858519740E-2,9.782625437E-1
1.949978967E0,2.011873840E-1,-4.588388279E-2,-2.683566697E-2,9.781094790E-1
1.960323759E0,2.007024575E-1,-5.187831447E-2,-2.519116364E-2,9.779532552E-1
1.970094332E0,2.001643467E-1,-5.527408049E-2,-2.420981787E-2,9.779022932E-1
1.980397978E0,1.992696108E-1,-5.544958264E-2,-2.412245050E-2,9.780772328E-1
1.990170061E0,1.979172599E-1,-5.300794542E-2,-2.466183528E-2,9.784736633E-1
2.000387509E0,1.962500537E-1,-4.917147011E-2,-2.538292296E-2,9.789912105E-1
2.010250478E0,1.999601413E-1,-4.541179910E-2,-2.567437664E-2,9.784142971E-1
2.020475321E0,1.986560751E-1,-4.124928266E-2,-2.628703602E-2,9.788479209E-1
2.030329332E0,1.973859898E-1,-3.781366348E-2,-2.682161145E-2,9.792290330E-1
2.040491311E0,1.963051856E-1,-3.531830013E-2,-2.731678635E-2,9.795257449E-1
2.050429176E0,1.956406184E-1,-3.355381638E-2,-2.781689353E-2,9.797066450E-1
2.060654644E0,1.953334276E-1,-3.207329661E-2,-2.826923504E-2,9.798045754E-1
2.070472509E0,1.952460639E-1,-3.087536804E-2,-2.857892402E-2,9.798514843E-1
2.080728915E0,1.953322517E-1,-3.009346314E-2,-2.867466956E-2,9.798558354E-1
2.090586051E0,1.955704606E-1,-2.961173281E-2,-2.865438908E-2,9.798235893E-1
2.100804488E0,1.959728808E-1,-2.921265550E-2,-2.862170897E-2,9.797561169E-1
2.110221103E0,1.964346407E-1,-2.888328582E-2,-2.857141197E-2,9.796748757E-1
2.122048811E0,1.968624849E-1,-2.844087034E-2,-2.851674892E-2,9.796035290E-1
2.131673082E0,1.971265029E-1,-2.768632770E-2,-2.848990634E-2,9.795728326E-1
2.142121051E0,1.971755208E-1,-2.673952095E-2,-2.848738246E-2,9.795893431E-1
2.151863342E0,1.971439350E-1,-2.574723959E-2,-2.853170782E-2,9.796209931E-1
2.162180217E0,1.970861773E-1,-2.471327037E-2,-2.868223563E-2,9.796548486E-1
2.171844853E0,1.969900393E-1,-2.370644361E-2,-2.911432087E-2,9.796863198E-1
2.182290321E0,1.968663735E-1,-2.279414609E-2,-2.965738252E-2,9.797165394E-1
2.192663342E0,1.967723931E-1,-2.179462276E-2,-3.017533571E-2,9.797423482E-1
2.202350321E0,1.967696415E-1,-2.077104710E-2,-3.075482696E-2,9.797471166E-1
2.212667665E0,1.968921219E-1,-1.980239339E-2,-3.139131144E-2,9.797223806E-1
2.222495478E0,1.970166844E-1,-1.891136728E-2,-3.182406351E-2,9.797009826E-1
2.232564228E0,1.969521542E-1,-1.814998873E-2,-3.200208396E-2,9.797225595E-1
2.242344957E0,1.966771621E-1,-1.758469827E-2,-3.203079849E-2,9.797871709E-1
2.252749384E0,1.963058951E-1,-1.740285195E-2,-3.194421902E-2,9.798676968E-1
2.262358030E0,1.961140816E-1,-1.727534458E-2,-3.184943274E-2,9.799114466E-1
2.272779957E0,1.960624648E-1,-1.733277738E-2,-3.156810999E-2,9.799298644E-1
2.282412092E0,1.960362388E-1,-1.751727983E-2,-3.144015744E-2,9.799359441E-1
2.292753551E0,1.959842062E-1,-1.911661029E-2,-3.097423725E-2,9.799312949E-1
2.302508811E0,1.958892233E-1,-2.153969184E-2,-3.013177216E-2,9.799262881E-1
