"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.321299019E0,-3.379355371E-1,-1.617280245E0,5.416669846E-1
1.326317978E0,9.251313210E-1,-1.072088242E0,4.207145691E0
1.331336936E0,3.067702770E0,7.005035877E-2,8.176701546E0
1.336355894E0,4.205647469E0,2.383936048E-1,7.108241081E0
1.341374853E0,5.121760368E0,3.918617666E-1,7.436727524E0
1.346393811E0,4.812700272E0,3.988468945E-1,5.650433540E0
1.351412769E0,3.893837690E0,2.889322042E-1,3.416972160E0
1.356431728E0,3.025373936E0,2.325173318E-1,1.537920952E0
1.361450686E0,2.291581631E0,3.258022666E-2,1.870460510E-1
1.366469696E0,1.589407206E0,-3.824778795E-1,-5.244579315E-1
1.371488863E0,8.592168093E-1,-8.936986327E-1,-7.636098862E-1
1.376508030E0,1.724680960E-1,-1.333311439E0,-5.404825211E-1
1.381527196E0,-3.409019411E-1,-1.626400590E0,8.848190308E-2
1.386549228E0,-5.848290324E-1,-1.702817678E0,8.082275391E-1
1.391570165E0,-6.959154606E-1,-1.606691837E0,1.282116890E0
1.396587873E0,-8.237677813E-1,-1.439584613E0,1.446651459E0
1.401605582E0,-1.000811100E0,-1.202827215E0,1.471142769E0
1.406623290E0,-1.161539316E0,-9.823559523E-1,1.352534294E0
1.411641155E0,-1.181547642E0,-8.553074598E-1,1.065098763E0
1.416659228E0,-1.065752983E0,-8.587723374E-1,6.738367081E-1
1.421677509E0,-9.922714233E-1,-9.513223171E-1,5.691738129E-1
1.426695998E0,-9.886488318E-1,-1.208130240E0,9.600324631E-1
1.431714696E0,-1.112167835E0,-1.443211913E0,1.357979774E0
1.436733603E0,-1.412059307E0,-1.870187879E0,1.542283058E0
1.441752717E0,-1.560200930E0,-1.590404034E0,1.739186287E0
1.446772040E0,-1.504331350E0,-9.620239735E-1,1.879344940E0
1.451791571E0,-1.558240891E0,-4.119746983E-1,1.953231812E0
1.456811311E0,-1.696803093E0,6.537085027E-2,1.770094872E0
1.461831103E0,-1.727746487E0,5.308700800E-1,1.624336243E0
1.466850894E0,-1.559508204E0,1.034733057E0,1.669848442E0
1.471870686E0,-1.277265787E0,1.404139280E0,1.699535370E0
1.476890478E0,-9.113625288E-1,1.486802816E0,1.757525444E0
1.481910269E0,-4.103009105E-1,1.337996244E0,1.729110718E0
1.486930061E0,1.952249706E-1,1.090095758E0,1.787601471E0
1.491949853E0,7.457411289E-1,8.541103601E-1,2.078360558E0
1.496969332E0,1.191881299E0,6.526341438E-1,2.446804047E0
1.501988394E0,1.500620842E0,4.837619960E-1,2.745956421E0
1.507007353E0,1.648845792E0,2.622658610E-1,2.942764282E0
1.512026311E0,1.502235174E0,-6.654305756E-2,3.128462791E0
1.517045269E0,9.626297355E-1,-3.573121428E-1,3.646873474E0
1.522064228E0,2.531248629E-1,-5.566846728E-1,4.358483315E0
1.527083186E0,-2.955440879E-1,-6.526488066E-1,4.879522324E0
1.532102144E0,-6.052048802E-1,-6.186975241E-1,4.993303299E0
1.537121103E0,-7.749211788E-1,-4.685351849E-1,4.584115028E0
1.542140061E0,-7.991331220E-1,-3.821911216E-1,3.769358635E0
1.547159019E0,-7.570395470E-1,-4.425759315E-1,3.045525551E0
1.552177978E0,-7.574173212E-1,-5.441541672E-1,2.393239021E0
1.557196936E0,-7.747901678E-1,-5.768988132E-1,1.750244141E0
1.562215894E0,-9.306722879E-1,-5.041207671E-1,1.148749352E0
1.567234853E0,-1.082965851E0,-3.336054087E-1,6.649999619E-1
1.572253811E0,-1.148439765E0,-1.509072930E-1,2.317991257E-1
1.577272769E0,-1.128647923E0,-1.890981197E-2,-1.331176758E-1
1.582291728E0,-1.012846470E0,4.735529795E-2,-4.645853043E-1
1.587310686E0,-8.780675530E-1,7.111044228E-2,-7.734737396E-1
1.592329644E0,-6.641986370E-1,9.326922148E-2,-1.046747208E0
1.597348603E0,-4.467592835E-1,6.871093810E-2,-1.243962288E0
1.602367561E0,-2.446480244E-1,1.236886159E-2,-1.364152908E0
1.607386519E0,-9.401449561E-2,-7.652739435E-2,-1.572229385E0
1.612405478E0,6.310383976E-2,-1.220748872E-1,-1.836919785E0
1.617424436E0,2.311981767E-1,-1.235755458E-1,-2.008923531E0
1.622443394E0,4.206627309E-1,-1.025119349E-1,-2.112422943E0
1.627462353E0,5.021209121E-1,-1.708059013E-2,-2.122569084E0
1.632481311E0,5.491125584E-1,1.430897117E-1,-2.284277439E0
1.637500269E0,5.716875196E-1,3.384401202E-1,-2.494432926E0
1.642519228E0,4.946243167E-1,5.335411429E-1,-2.475992203E0
1.647538186E0,2.005653530E-1,6.802288294E-1,-2.183057785E0
1.652557144E0,-1.936987340E-1,7.455042601E-1,-1.781088829E0
1.657576103E0,-5.403650999E-1,7.086880803E-1,-1.482796669E0
1.662595061E0,-7.338814139E-1,5.584239364E-1,-1.246080399E0
1.667614019E0,-8.561349511E-1,3.573452830E-1,-8.738536835E-1
1.672632978E0,-9.644955397E-1,1.608113348E-1,-2.865753174E-1
1.677651936E0,-1.119853020E0,2.874511480E-2,1.654062271E-1
1.682670894E0,-1.300341606E0,-5.143273622E-2,4.693679810E-1
1.687689853E0,-1.394759536E0,-1.520690620E-1,6.365756989E-1
1.692708811E0,-1.391348600E0,-2.390239686E-1,7.176151276E-1
1.697727769E0,-1.301404834E0,-3.197334409E-1,6.888208389E-1
1.702746728E0,-1.057208538E0,-4.901283979E-1,5.431289673E-1
1.707765686E0,-7.450431585E-1,-7.651820183E-1,4.177122116E-1
1.712784644E0,-4.507601857E-1,-1.127359986E0,3.288526535E-1
1.717803603E0,-2.386724949E-1,-1.241885662E0,5.127658844E-1
1.722822561E0,-7.996252179E-2,-1.128576040E0,9.248476028E-1
1.727841519E0,1.504025459E-1,-9.847022295E-1,1.232927322E0
1.732860478E0,5.590267181E-1,-9.476429820E-1,1.338413239E0
1.737879436E0,1.119699240E0,-9.835656881E-1,1.325515747E0
1.742898394E0,1.622760653E0,-8.324011564E-1,1.377322197E0
1.747917353E0,2.043376684E0,-5.454934239E-1,1.410197258E0
1.752936311E0,2.375303984E0,-2.409646511E-1,1.374097824E0
1.757955269E0,2.519483089E0,4.138523340E-2,1.134307861E0
1.762974228E0,2.490936518E0,2.810345888E-1,6.376657486E-1
1.767993186E0,2.290519953E0,4.727488756E-1,3.165912628E-2
1.773012144E0,2.025082827E0,6.425791383E-1,-5.832519531E-1
1.778031103E0,1.747245550E0,8.504947424E-1,-1.085442543E0
1.783050061E0,1.475270033E0,1.037871838E0,-1.389373779E0
1.788069019E0,1.162000179E0,1.101592898E0,-1.333220482E0
1.793087978E0,7.990766764E-1,1.042104006E0,-1.173356056E0
1.798106936E0,4.815992415E-1,8.038841486E-1,-1.111727715E0
1.803125894E0,3.090327680E-1,5.081094503E-1,-9.068527222E-1
1.808144853E0,1.825379729E-1,2.748401165E-1,-4.301996231E-1
1.813163811E0,-3.673203290E-2,1.607493162E-1,1.287803650E-1
1.818182769E0,-3.319680989E-1,1.449841857E-1,5.536699295E-1
1.823201728E0,-5.407688022E-1,1.003596187E-1,6.084918976E-1
1.828220686E0,-6.287578940E-1,-9.457111359E-2,5.164947510E-1
1.833239644E0,-5.973259807E-1,-3.726497889E-1,4.524984360E-1
1.838258603E0,-5.313853025E-1,-6.708007455E-1,4.187965393E-1
1.843277561E0,-3.951565027E-1,-9.240690470E-1,5.572977066E-1
1.848296519E0,-2.067959905E-1,-1.057775259E0,7.862176895E-1
1.853315478E0,-2.802163363E-4,-1.130325317E0,9.189414978E-1
1.858334436E0,2.014858425E-1,-1.101919651E0,9.890575409E-1
1.863353394E0,3.634003401E-1,-9.817700386E-1,1.043236732E0
1.868372353E0,5.257743001E-1,-8.183138371E-1,1.094630241E0
1.873391311E0,6.709959507E-1,-6.364894509E-1,1.074044228E0
1.878410269E0,8.347272873E-1,-4.265487790E-1,1.004402161E0
1.883429228E0,9.697399139E-1,-2.787905931E-1,8.488874435E-1
1.888448290E0,1.075452685E0,-1.603904963E-1,6.865911484E-1
1.893467457E0,1.135601997E0,-7.282632589E-2,3.719778061E-1
1.898486623E0,1.134431720E0,-1.399534941E-2,1.324281693E-1
1.903505790E0,1.108316779E0,7.259458303E-2,-1.062154770E-1
1.908524957E0,1.047698021E0,1.666912436E-1,-1.206464767E-1
1.913544123E0,9.171455503E-1,2.809987068E-1,-2.606391907E-2
1.918563290E0,7.421396971E-1,4.016535878E-1,9.485244751E-2
1.923582457E0,5.497966409E-1,4.947175980E-1,6.418323517E-2
1.928601623E0,3.836666048E-1,6.008893251E-1,-2.324581146E-2
1.933620790E0,3.742789030E-1,6.758475900E-1,3.580188751E-2
1.938639957E0,2.439033687E-1,6.823689342E-1,1.681642532E-1
1.943659123E0,3.660321236E-3,5.991476774E-1,3.748674393E-1
1.948678290E0,-2.003078461E-1,4.708485603E-1,5.337562561E-1
1.953697457E0,-4.020226002E-1,3.483362794E-1,6.637554169E-1
1.958716623E0,-5.529792309E-1,2.796710134E-1,8.421058655E-1
1.963735790E0,-7.654756308E-1,2.641177177E-1,9.916839600E-1
