"Time (s)","w","x","y","z"
1.912565765E0,1.810325419E-1,-2.037700079E-2,-1.737599969E-1,9.677910209E-1
1.922618765E0,1.810317359E-1,-2.042499930E-2,-1.737219989E-1,9.677969813E-1
1.932671765E0,1.810169138E-1,-2.045900002E-2,-1.736720055E-1,9.678080082E-1
1.942723598E0,1.810112588E-1,-2.047700062E-2,-1.736090034E-1,9.678199887E-1
1.953658598E0,1.810115873E-1,-2.049499936E-2,-1.735620052E-1,9.678279757E-1
1.963704432E0,1.810023053E-1,-2.050999925E-2,-1.735419929E-1,9.678329825E-1
1.973760432E0,1.809864284E-1,-2.052900009E-2,-1.735450029E-1,9.678350091E-1
1.983814432E0,1.809738669E-1,-2.054700069E-2,-1.735450029E-1,9.678369761E-1
1.993867932E0,1.809672457E-1,-2.056900039E-2,-1.735379994E-1,9.678390026E-1
2.003920932E0,1.809711836E-1,-2.059599943E-2,-1.735419929E-1,9.678369761E-1
2.013974432E0,1.809720629E-1,-2.062099986E-2,-1.735769957E-1,9.678300023E-1
2.024027432E0,1.809792087E-1,-2.064099908E-2,-1.736229956E-1,9.678199887E-1
2.034966432E0,1.809800193E-1,-2.065500058E-2,-1.736650020E-1,9.678120017E-1
2.045009432E0,1.809702866E-1,-2.070399933E-2,-1.737529933E-1,9.677969813E-1
2.055051432E0,1.809456300E-1,-2.077200077E-2,-1.738930047E-1,9.677749872E-1
2.065094432E0,1.809326553E-1,-2.080200054E-2,-1.740140021E-1,9.677550197E-1
2.075137098E0,1.809286065E-1,-2.081000060E-2,-1.740619987E-1,9.677469730E-1
2.085180598E0,1.809273858E-1,-2.081000060E-2,-1.740520000E-1,9.677489996E-1
2.095224998E0,1.809352864E-1,-2.083100006E-2,-1.740300059E-1,9.677510262E-1
2.105269998E0,1.809316639E-1,-2.081600018E-2,-1.740189940E-1,9.677540064E-1
2.116223432E0,1.809164244E-1,-2.078600042E-2,-1.739940047E-1,9.677619934E-1
2.126271432E0,1.808901527E-1,-2.071999945E-2,-1.739400029E-1,9.677780271E-1
2.136315432E0,1.808827008E-1,-2.066300064E-2,-1.738599986E-1,9.677950144E-1
2.146361932E0,1.808824474E-1,-2.063200064E-2,-1.737750024E-1,9.678109884E-1
