"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.639664694E0,-1.189047098E-2,9.377336502E-2,3.645324707E-2
2.649768027E0,-5.239939690E-2,9.130954742E-2,6.039333344E-2
2.659871493E0,-4.496067762E-2,5.787134171E-2,5.803394318E-2
2.669975326E0,-4.945272207E-2,4.613447189E-2,3.176879883E-2
2.680079526E0,-6.805491447E-2,3.196239471E-2,1.987743378E-2
2.690204926E0,-8.435094357E-2,-2.553915977E-2,1.032543182E-2
2.700330492E0,-7.201474905E-2,-4.238700867E-2,7.562637329E-4
2.710456392E0,-5.265516043E-2,-3.282499313E-2,-1.625061035E-3
2.720582725E0,-3.557169437E-2,-4.943418503E-2,8.006095886E-3
2.730709191E0,-4.008126259E-2,-2.263426781E-2,2.248764038E-2
2.740835991E0,-1.320856810E-2,-3.405451775E-2,1.546001434E-2
2.750941957E0,-2.679336071E-2,-3.097629547E-2,6.593799591E-2
2.761048190E0,-4.279792309E-3,-4.005932808E-2,3.259372711E-2
2.772564955E0,-1.289308071E-2,-2.076530457E-2,1.353836060E-2
2.782627955E0,-1.481831074E-2,-2.551746368E-2,-7.967948914E-3
2.792711955E0,-1.019990444E-2,-1.837968826E-2,-3.432655334E-2
2.802783455E0,-3.688627481E-2,2.857446671E-3,-1.765727997E-2
2.812852455E0,-2.481573820E-2,2.250432968E-3,1.334762573E-2
2.822919455E0,-3.130006790E-2,8.286237717E-3,7.301044464E-2
2.832984455E0,-2.110087872E-2,2.095055580E-2,1.181898117E-1
2.843048455E0,-1.318371296E-2,2.341723442E-2,1.345148087E-1
2.853112026E0,1.888942719E-2,1.087880135E-2,1.413202286E-1
2.863175651E0,1.631855965E-3,4.833006859E-2,2.462987900E-1
2.873238984E0,-7.714629173E-4,9.516298771E-2,-3.066062927E-3
2.883301684E0,-3.215670586E-4,4.789805412E-2,-2.809181213E-1
2.893364047E0,-1.211780310E-2,8.836388588E-3,-1.951446533E-1
2.903426297E0,-1.404768229E-2,-3.487825394E-3,-2.156896591E-1
2.913490450E0,-2.141731977E-2,3.219521046E-2,-2.863941193E-1
2.923554521E0,-1.701283455E-2,2.854096889E-2,-2.651700974E-1
2.933662054E0,-3.785955906E-2,-8.334755898E-3,5.631923676E-2
2.943766866E0,7.478117943E-3,-4.718482494E-2,4.713859558E-1
2.953869160E0,4.860252142E-2,-2.600967884E-2,5.770053864E-1
2.963969104E0,3.763383627E-2,1.012563705E-2,2.771778107E-1
2.974066946E0,-3.680998087E-2,5.356609821E-2,1.131153107E-1
2.984163046E0,-8.346635103E-2,8.476126194E-2,5.395889282E-2
2.994257474E0,-7.859277725E-2,1.370097399E-1,-2.978324890E-3
3.004350337E0,-7.029259205E-2,1.938120127E-1,-9.308338165E-2
3.014477423E0,-4.548251629E-2,2.447818518E-1,-2.159576416E-1
3.024601798E0,-3.814792633E-2,2.327125072E-1,-2.517023087E-1
3.034723718E0,-2.667349577E-2,1.539858580E-1,-1.904945374E-1
3.044843410E0,-2.556318045E-2,1.695787907E-2,-6.916809082E-2
3.054960891E0,-6.153964996E-2,-1.362679005E-1,5.937385559E-2
3.065076319E0,-6.486850977E-2,-2.158620358E-1,9.914779663E-2
3.075189905E0,-6.442821026E-2,-2.828762531E-1,6.186771393E-2
3.085301705E0,-3.861099482E-2,-2.663694620E-1,4.790496826E-2
3.095412738E0,-3.336483240E-2,-2.308187485E-1,7.402038574E-2
3.105523838E0,-3.122103214E-2,-1.802347898E-1,3.508377075E-2
3.115634871E0,-6.743371487E-3,-9.912824631E-2,-3.743743896E-2
3.125745937E0,1.829510927E-2,-5.360960960E-3,-1.241388321E-1
3.135857137E0,4.586774111E-2,5.857169628E-2,-1.100053787E-1
3.145968370E0,3.506428003E-2,1.332478523E-1,-3.099346161E-2
3.156079570E0,3.840017319E-2,1.343643665E-1,6.010723114E-2
3.166190503E0,2.502530813E-2,1.741015911E-1,9.142303467E-2
3.176318803E0,6.984770298E-3,1.558365822E-1,9.390544891E-2
3.186447036E0,-3.329157829E-3,1.412945986E-1,1.081800461E-1
3.196575202E0,-1.818770170E-2,8.472383022E-2,7.910346985E-2
3.206703168E0,3.397101164E-2,8.499026299E-2,4.271221161E-2
3.216830134E0,-9.572505951E-5,4.957306385E-2,3.973960876E-3
3.226956934E0,-7.385015488E-3,3.680217266E-2,-2.732276917E-2
3.237061767E0,-1.170307398E-2,3.003025055E-2,-3.199195862E-2
3.247166367E0,-2.024829388E-2,1.242470741E-2,4.316329956E-3
3.257298000E0,-4.780775309E-2,-1.633584499E-2,2.883148193E-2
3.267429566E0,-4.215449095E-2,-3.062140942E-2,4.855918884E-2
3.277561232E0,-4.840117693E-2,-5.732047558E-2,5.144309998E-2
3.287692832E0,-7.633459568E-2,-6.073272228E-2,3.502750397E-2
3.297824498E0,-5.629569292E-2,-5.988562107E-2,6.538391113E-3
3.307956298E0,-2.908521891E-2,-7.161939144E-2,1.144123077E-2
3.318060864E0,-2.853679657E-2,-6.432890892E-2,1.927375793E-3
3.328165330E0,-6.513476372E-3,-4.737567902E-2,-1.236343384E-2
3.338269663E0,6.098449230E-3,-2.291727066E-2,-2.631187439E-3
3.348373829E0,4.359900951E-3,-2.858161926E-3,-2.873039246E-2
3.358478029E0,-4.693269730E-3,8.867979050E-4,-4.469871521E-3
